,textID,text,len,clean
1077,3d5c1ed21b, Up is out?  I didn`t get the memo   It looks amazing.,11,   get memo    look amazing 
1078,e0879b38f2, yeah twitter is a lot of fun babe... especially when you`ve got ppl to talk to! lol & that sounds Goooooood lol,22,yeah twitter lot fun babe  especially get ppl talk  lol  sound goooooood lol
1079,3e9559f5a8,tonight was hilariouss  i loveeee everyone that was theree,9,tonight hilariouss   loveeee everyone theree
1080,d482c6c7d5, thank YOU!! You guys did awesome things for my blog tonight  so grateful!!,13,thank   guy awesome thing blog tonight   grateful  
1081,d716550d6a, Call me when you have time and a good phone  I wanna catch up with you! I love you and miss you.,22,call time good phone   want catch  love miss 
1082,fe80c21e0f,has heart burn,3,heart burn
1083,e9c337f756,@_TWEE haha thanks to you that`s my new word for the week! ****,13, haha thank new word week     
1084,ea912151ea," even if I was drunk, I`d think about using a fake/temporary mail address",13,even drunk  would think use fake  temporary mail address
1085,0676ff0933,Happy Mom`s day to your moms !,7,happy mom day mom 
1086,e41a2b7868,_Guy Would luv to hear music too but iï¿½m out of batteries - the tv plays besides but i think this is some kind of vampire movie,27, guy would love hear music iï¿½m battery  tv play besides think kind vampire movie
1087,a381d7bfa5,Just touched down in Changi. +1/2 hrs to kill before heading to Penang.  Must fly singapore air more often!,19,touch changi   hrs kill head penang    must fly singapore air often 
1088,003034a92b," dude, that`s eff`ed up. LOL @ chris browning you. We live so far apart and Im afraid to fly",19,dude  effed  lol  chris brown  live far apart afraid fly
1089,b57eb445ce,wow i have no friends on twitter,7,wow friend twitter
1090,5ce6e92e2c,Washing The Dishes :S iTs So hard 2 be Me,10,wash dishes  hard 
1091,57558f3cbe,"Just wanted to say, positivity is doin me good! Change it up! Won`t regret it... Forsure..",16,want say  positivity good  change  regret  forsure 
1092,b38e530e2d, my friend sent u call bck messages. i dunno if you could reply but she has no credit thts all.,20,friend send call bck message  dunno could reply credit tht 
1093,d703cd3563, I had mint ice-cream for dessert tonight. Love the stuff!,10,mint ice  cream dessert tonight  love stuff 
1094,b5a0dcb5ee,watching snl with my ucsd girls and laughing about twitter/blackberry jokes  thought i`d tweet that.,15,watch snl ucsd girl laugh twitter  blackberry joke   think would tweet 
1095,af60628cca,Drink #2: And at 12:45pm when leaving the shops I had a Medium Light Coffee Frappuccino. Nom nom nom,19,drink    pm leave shop medium light coffee frappuccino  nom nom nom
1096,14c67c535b, Depends on what they want for it....I`ve become poor again,10,depend want  become poor
1097,4367f31dec,uploading pictures on myspace,4,upload picture myspace
1098,e2b9a690b8," but it was kinda funny, sorry. ur still my favorite tho",11,kind funny  sorry  ur still favorite tho
1099,25edc7715c, i think both ?s related to size depend on structures and system: hard to relay in tweet but worth blogging..good questions this am,23,think  related size depend structure system  hard relay tweet worth blogge  good question
1100,44543f660b,Almost to grandmas now. No internet there. I will never catch up on twitter.,14,almost grandma  internet  never catch twitter 
1101,35bd07c5d3,Is having awesome fruits and vegetable juice at the opening of Lam`s noodles at 8  http://tinyurl.com/r65c68,16,awesome fruit vegetable juice opening lam noodle    
1102,95bbe5fcec, LoL Clever I`m Extremely Jealous Of The Amount Of Followers You Have  I Only Have 24,16,lol clever extremely jealous amount follower   
1103,78de864435,okie gonna tweet more because i am loosing you guys or girls,12,okie go tweet loose guy girl
1104,777b6daede,"  I think your friend is thinking of Jonathan, not Danny",10,think friend think jonathan  danny
1105,5419aaf31e,Packing up and leaving inlaws house heading home sweet home... Had a nice weekend and back to work in a few hours,22,pack leave inlaw house head home sweet home  nice weekend back work hour
1106,5c3060444c,HAPPY MOMMA`s DAY ALL. HONOR YOUR MOMs  sign up for #maternalhealth  here`s for all mothers and luvin kids out there:  http://bit.ly/Bpekk,21,happy momma day  honor mom   sign  maternalhealth   mother luvin kid    
1107,a05e5f3116,just got back from donating blood,6,get back donate blood
1108,00886f0ea5,why am i so tired?,5,tired 
1109,8a16f7dd37,y do i only have 2 people following me  people follow me please x,14, people follow   people follow please x
1110,b11a01ef9b,just uploaded my new blog... a painful story about an 80s year old man who cried because he wanted to die... very sad,23,uploaded new blog  painful story  year old man cry want die  sad
1111,282e1a63e8, another purse? Need to see photos.,6,another purse  need see photo 
1112,445f86a65e,Aw. Toy Story 3 is coming out NEXT year.,9,aw  toy story  come next year 
1113,d5a48e9def,   I`m not leaving yet!,4,leave yet 
1114,82395294cf,goooodnight everyone!  and Happy Mothers Day to all the mothers out there.,12,goooodnight everyone    happy mothers day mother 
1115,fd46b0b0ad,My whole immediate will be in the same city until some point tomorrow afternoon. This is monumental,17,whole immediate city point tomorrow afternoon  monumental
1116,c31e69a36d, What??  Nooooooooo      There goes my weekend!,6,    nooooooooo       go weekend 
1117,894782cf8a,Good days with good friends make me not regret living,10,good day good friend make regret live
1118,c9d6997a02, wats gooood !! miss yall already,6,wat gooood   miss already
1119,f3af5ba921,OMG I would sooooo make dis show number one n da ratings,12,omg would sooooo make dis show number one n da rating
1120,847d7a478a,Listening to dashboard confessional & counting down the days until the  concert on May 16th with ,16,listen dashboard confessional  count day   concert may th
1121,bba51e47ab,its my burfday and i`m all alone,7,burfday alone
1122,902c42e338, Yes...met Jon last yr at an interesting 'Questionning Agile' Agile 2008 session.  Don`t see him on this yr`s schedule.,19,yes  meet jon last yr interesting  questionne agile  agile  session    see yr schedule 
1123,e487233140, aaawww  no worries fresh start to work on growing it out again,12,aaawww   worry fresh start work grow
1124,e497b2a34e,Just spent the last two hours playing L4D with babe  Had HELLA fun. I love him <3,17,spend last two hour play ld babe   hella fun  love 
1125,fada4f1204, nice to have you back,5,nice back
1126,c3897a6af3,I knew there was a reason I hated cars! 1. Too slow! 2. Too big! 3. I get car sick! 4. Motorbikes are much much much more fun!!,28,know reason hate car    slow    big    get car sick    motorbike much much much fun  
1127,794b975d65,"well it`s not done yet ! 1 more thing left huaaahhhhh ! jupaa, resaaaa awas kaliaaannn !",17,well yet   thing leave huaaahhhhh  jupaa  resaaaa awas kaliaaannn 
1128,3ff22a3aa1," hahahah yeah, you`re right! Plus I`m Twitteraddict so, You`ll find me here all (well almost) day most likely",18,hahahah yeah  right  plus twitteraddict  find  well almost  day likely
1129,875d366982," Enjoy the coffee. We miss you, petite puce (adica Puricel in franceza)",12,enjoy coffee  miss  petite puce  adica puricel franceza 
1130,9d92e249f8, omg evie. we have to do our plan for hot 30 tomorrow night,13,omg evie  plan hot  tomorrow night
1131,debbe76d54,"Why are young people attracted to trouble? this makes me sad!  ,<3 kMv",13,young people attract trouble  make sad      kmv
1132,cb3ca1167f,Omg i`m going to robinson with tyler wfm. And i freakin miss anthony  ugh today kinda sucks. Lex<3,18,omg go robinson tyler wfm  freakin miss anthony   ugh today kind suck  lex
1133,642f6f34b9, my little felted thing looks like an incestuous by- product of two of your lovelies,15,little felted thing look like incestuous product two lovely
1134,0e533abdae, That is super sad   How is Bart etc holding up?,10,super sad    bart etc hold 
1135,bf18156019,_ERON Effy breaks my heart.,5, eron effy break heart 
1136,3113132bb5, thanks  lyxxx,2,thank   lyxxx
1137,ddcc9dee12, I am jealous...Ur koi fish are getting ur attention & I`m not.....lmao   I`m kidding!!,14,jealous  ur koi fish get ur attention   lmao    kid  
1138,6dbc4aeaf0,and this terrible cartoon that`s supposed to be mexican.,9,terrible cartoon suppose mexican 
1139,cd1a90193c,Happy Mothers Day!,3,happy mothers day 
1140,0a60343f49, Happy May Day and Star Wars Day,7,happy may day star wars day
1141,c9511eb366,happy mother`s day!,3,happy mother day 
1142,bafe958a9b,is wondering what I did to get on the 'do not respond' list,13,wonder get  respond  list
1143,5e1d705bfa,Jaydiohead 'No Karma' ? http://twt.fm/91610 #musicmonday This is not the android I was looking for. But it`ll do.,18,jaydiohead  karma     musicmonday android look  
1144,a8bce31401," I am ok, I think I will just take the attitude that Mothers Day is an invented Hallmark holiday from now on",22,ok  think take attitude mothers day invented hallmark holiday
1145,bb946cb35b, - Sorry only just seen this - how strange it seems only to happen from my iPhone - perhaps it is a problem with Twitterific,25, sorry see  strange seem happen iphone  perhaps problem twitterific
1146,9bf21c82f3, Happy birthday!,2,happy birthday 
1147,8263d62bf3,http://twitpic.com/4wgoi - At bus boys and poets ordering medici and white chocolate banana bread pudding !!,16,  bus boy poet order medici white chocolate banana bread pudding  
1148,42fae3d673,"Now, lets do funkey stuff, talking with magento, through xmlrpc with codeignite and output with amf (Zend) to flash",19, let funkey stuff  talk magento  xmlrpc codeignite output amf  zend  flash
1149,9209cca56f,thanks !!my real name is nadia,6,thanks   real name nadia
1150,aa189955b1,  BUT THEY ARE EXPENSIVE.,4,expensive 
1151,6cbf145ce4,"_ thatd be likely, bein that i lived on campus ha...i just moved back to the cov",17, would likely  bein live campus ha  move back cov
1152,5c7180944c,msn-ing. no school  shouldn`t there be more bank holidays? x,10,msn  ing  school   bank holiday  x
1153,6babb54cc5,_tah oh no.  *hugs*,4, tah oh     hug 
1154,32968e6949,Time flies...and i never got it all right. Why oh why?,11,time fly  never get right  oh 
1155,f03dae6ab0, so sorry about that  I have the same issues...LOL. My weekend started about an hour ago!!!,16,sorry   issue  lol  weekend start hour ago   
1156,1b020a64bc,"CCï¿½s video for Long Gone premiers today on yahoo, dont miss it: http://new.music.yahoo.com/videos/premieres/ AWESOME video and version",17,ccï¿½s video long gone premier today yahoo  miss    video  premieres awesome video version
1157,73e3150187," I know, i know...  -hugs-",5,know  know    hugs
1158,db7d1f9d88, you have no interview today?,5,interview today 
1159,62086f9961,is sad that she is not seeing Basshunter at Metroplex this weekend,12,sad see basshunter metroplex weekend
1160,7f0eab1127,Date movie with Nate. Most likely Wolverine.,7,date movie nate  likely wolverine 
1161,0a68c4f3b6," *reads phone book* Hugh Clancy, Hugh Claments...Nope, no Hugh Clap.  Poor Holly, though she`ll grab pity votes like a shark.",20, read phone book  hugh clancy  hugh claments  nope  hugh clap    poor holly  though grab pity vote like shark 
1162,45ef0fd94e,She is beautiful . But don`t feel badly. Some neaby grans see grandkids about the same amt.   Can`t go to them = out of luck,25,beautiful  feel badly  neaby gran see grandkid amt     go  luck
1163,2889cb3b49, o can`t work that one out  pain in the **** them spammers,12,work one   pain     spammer
1164,4ddf9f18d1,he wasn`t there today   my free day from when the bell rang and wen it rang at the end was okayy..but after,22,today    free day bell rang wen ring end okayy 
